-0.628250,0.597427,0.479954,-0.291757,0.525113,-0.374163,0.558066,-0.231123,0.468160,-0.377617,0.554980,-0.133746,21.29,46.02,100754.84,99.0,0.01,3.91,644.3,2,5,7,8,7,12,14.721040,15,15,0.99,AA-99-80-85,142,8,3,6,9,7,7,7,6,11,-2,-1,5,7,7,7,6,13,3,-2,1,5,6,7,6,11,8,-2,-7,0,5,6,6,12,11,1,-6,-8,0,5,6,12,13,15,1,-7,-8,0,5,2,-5,9,4,0,-7,-7,1,-9,-11,-10,-6,0,0,0,-2,238

-0.628098,0.595013,0.479911,-0.291633,0.523559,-0.374120,0.557855,-0.231653,0.467063,-0.377262,0.554398,-0.134894,21.26,46.09,100754.84,99.0,0.01,3.91,644.3,5,11,16,19,20,34,39.635208,41,41,1.04,AA-99-80-85,143,8,8,14,13,0,3,-2,5,7,7,16,15,1,2,5,10,7,5,10,12,3,1,9,9,6,3,9,11,1,0,8,9,6,3,-3,-5,-5,-4,2,6,6,4,0,-15,-18,-19,-17,-14,6,4,-5,-19,-19,-20,-18,-15,5,3,-3,-18,-19,-19,-17,-15,241

-0.628292,0.595848,0.479866,-0.290861,0.524499,-0.373932,0.558049,-0.231135,0.467384,-0.377245,0.554102,-0.139109,21.26,46.11,100749.55,99.0,0.01,3.91,644.3,2,6,10,11,5,13,16.483656,17,17,1.26,AA-99-80-85,144,-18,-13,7,3,-18,-19,-16,-15,-17,-17,-4,-4,-16,-18,-6,-4,-6,-1,0,0,0,-2,-1,-4,0,1,2,1,1,2,1,0,2,1,1,1,1,1,1,-4,1,0,0,1,1,1,1,1,0,-1,0,1,2,1,2,1,-3,0,0,1,1,2,2,1,50

-0.628009,0.595373,0.479568,-0.291273,0.524591,-0.374196,0.558056,-0.232002,0.467454,-0.377772,0.554905,-0.141113,21.26,46.11,100754.94,100.0,0.01,3.91,644.3,4,12,18,22,5,19,26.868315,28,29,1.25,AA-99-80-85,145,-20,-20,-9,0,-14,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-12,-20,-20,-20,-20,-20,-20,-5,-3,90

-0.627766,0.596584,0.479721,-0.290935,0.523998,-0.373812,0.558120,-0.231409,0.467163,-0.376955,0.553807,-0.139271,21.24,46.42,100754.94,99.0,0.01,3.91,644.3,4,7,9,10,23,32,34.048519,35,35,0.86,AA-99-80-85,146,-20,-20,-20,-8,-5,-19,-20,-20,-20,-20,-20,-20,-20,-20,-20,-15,-20,-20,-20,-20,-20,-20,-16,-3,-20,-20,-20,-20,-20,-20,-12,-1,-20,-20,-20,-20,-20,-20,-12,-2,-20,-20,-20,-20,-20,-20,-20,-3,-20,-20,-20,-20,-20,-20,-17,-3,-19,-20,-20,-20,-20,-20,-17,-3,97

