-0.633912,0.601745,0.483776,-0.292085,0.528670,-0.377298,0.561145,-0.232866,0.475245,-0.385225,0.564785,-0.139195,23.48,40.88,100889.28,99.0,0.01,3.91,644.3,1,1,1,1,5,6,6.190991,6,6,0.45,AA-99-80-85,65,5,-1,-17,-19,-18,-19,-17,-11,6,-5,-19,-20,-20,-20,-17,-3,5,-13,-20,-20,-20,-20,-15,-2,-2,-19,-20,-20,-20,-20,-20,-2,-16,-20,-20,-20,-20,-20,-17,-1,-18,-20,-20,-20,-20,-20,-6,2,-18,-20,-20,-20,-20,-16,0,2,-13,-17,-19,-20,-19,-11,1,3,200

-0.634239,0.601838,0.483780,-0.292180,0.527888,-0.377570,0.561262,-0.232177,0.475376,-0.384687,0.564246,-0.157313,23.48,41.10,100888.95,99.0,0.01,3.91,644.3,4,5,6,7,28,34,35.003796,35,35,0.58,AA-99-80-85,66,7,0,-16,-18,-18,-18,-17,-11,8,-3,-18,-20,-20,-20,-16,-2,7,-8,-20,-20,-20,-20,-15,-1,0,-18,-20,-20,-20,-20,-19,-1,-14,-20,-20,-20,-20,-20,-16,0,-17,-20,-20,-20,-20,-20,-6,2,-18,-19,-20,-20,-20,-15,0,1,-13,-16,-19,-19,-19,-11,1,3,154

-0.634009,0.601645,0.484092,-0.292182,0.528777,-0.377127,0.560798,-0.232271,0.474408,-0.384148,0.564995,-0.148577,23.41,41.10,100888.95,99.0,0.01,3.91,644.3,2,7,11,13,2,10,15.067701,16,16,1.14,AA-99-80-85,67,7,0,-16,-17,-19,-19,-17,-11,8,-4,-18,-19,-20,-19,-15,-2,7,-10,-20,-20,-20,-20,-15,-1,0,-18,-20,-20,-20,-20,-19,-2,-14,-20,-20,-20,-20,-20,-17,-1,-18,-20,-20,-20,-20,-20,-6,2,-18,-19,-20,-20,-20,-14,0,1,-12,-17,-18,-20,-19,-10,1,3,26

-0.634118,0.602959,0.484053,-0.292078,0.528962,-0.377492,0.560600,-0.232798,0.473505,-0.383021,0.564269,-0.151262,23.36,41.46,100889.28,99.0,0.01,3.91,644.3,0,0,0,0,0,0,0.000000,0,0,1.63,AA-99-80-85,68,6,-3,-16,-18,-18,-19,-17,-11,8,-5,-19,-20,-20,-20,-17,-2,7,-10,-20,-20,-20,-20,-15,-2,0,-18,-20,-20,-20,-20,-19,-2,-14,-20,-20,-20,-20,-20,-17,0,-17,-20,-20,-20,-20,-20,-6,1,-17,-19,-20,-20,-20,-15,0,1,-12,-17,-18,-19,-20,-11,2,3,35

-0.634191,0.602559,0.483684,-0.292206,0.528332,-0.377491,0.560730,-0.232694,0.473284,-0.383448,0.564059,-0.154573,23.26,41.65,100889.28,99.0,0.01,3.91,644.3,1,2,3,4,2,5,5.854297,6,6,1.28,AA-99-80-85,69,5,-13,-17,-17,-18,-17,-16,-11,8,-10,-19,-19,-20,-20,-17,-3,8,-7,-20,-20,-20,-20,-15,-1,10,-6,-20,-20,-20,-20,-19,-2,10,-4,-20,-20,-20,-20,-16,-1,9,-11,-19,-20,-20,-20,-6,1,-1,-17,-20,-20,-20,-14,0,2,-9,-15,-18,-19,-19,-10,1,3,185

-0.634158,0.602100,0.483997,-0.292526,0.528060,-0.377403,0.560541,-0.232723,0.473731,-0.383240,0.564195,-0.148234,23.22,41.76,100887.06,99.0,0.01,3.91,644.3,1,2,2,2,9,11,11.076080,11,11,0.75,AA-99-80-85,70,-19,-20,-20,-20,-20,-19,-18,-13,-20,-20,-20,-20,-20,-20,-17,-3,-20,-20,-20,-20,-20,-20,-16,-3,-20,-20,-20,-20,-20,-20,-20,-3,-20,-20,-20,-20,-20,-20,-18,-1,-20,-20,-20,-20,-20,-20,-7,0,-20,-20,-20,-20,-20,-16,0,1,-14,-18,-20,-20,-20,-12,1,1,201

-0.634000,0.602069,0.483924,-0.292397,0.527725,-0.377091,0.560436,-0.232547,0.473803,-0.383794,0.563666,-0.160315,23.17,41.84,100887.06,99.0,0.01,3.91,644.3,2,5,7,8,4,10,12.477447,13,13,1.12,AA-99-80-85,71,-19,-19,-20,-20,-20,-20,-18,-13,-20,-20,-20,-20,-20,-20,-18,-3,-20,-20,-20,-20,-20,-20,-17,-3,-20,-20,-20,-20,-20,-20,-20,-3,-20,-20,-20,-20,-20,-20,-19,-2,-20,-20,-20,-20,-20,-20,-8,1,-20,-20,-20,-20,-20,-16,0,0,-15,-18,-20,-20,-20,-12,0,2,168

-0.633662,0.601595,0.483625,-0.292192,0.528077,-0.377744,0.560529,-0.232746,0.473296,-0.383528,0.563609,-0.163913,23.17,41.89,100887.06,99.0,0.01,3.91,644.3,3,7,11,12,9,17,21.046516,22,22,1.18,AA-99-80-85,72,-20,-20,-20,-20,-20,-20,-19,-13,-20,-20,-20,-20,-20,-20,-18,-3,-20,-20,-20,-20,-20,-20,-16,-4,-20,-20,-20,-20,-20,-20,-20,-3,-20,-20,-20,-20,-20,-20,-18,-1,-20,-20,-20,-20,-20,-20,-8,0,-20,-20,-20,-20,-20,-17,-1,1,-14,-19,-20,-20,-20,-11,0,2,71

-0.633646,0.602484,0.483330,-0.291495,0.527692,-0.377664,0.560467,-0.232595,0.474598,-0.384386,0.563473,-0.147566,23.13,41.84,100887.28,100.0,0.01,3.91,644.3,2,5,8,9,3,9,11.909101,13,13,1.43,AA-99-80-85,73,-19,-20,-20,-20,-20,-20,-18,-12,-20,-20,-20,-20,-20,-20,-18,-3,-20,-20,-20,-20,-20,-20,-16,-2,-20,-20,-20,-20,-20,-20,-20,-3,-20,-20,-20,-20,-20,-20,-18,-1,-20,-20,-20,-20,-20,-20,-7,0,-20,-20,-20,-20,-20,-16,0,1,-14,-19,-20,-20,-20,-11,1,2,127

-0.633910,0.602159,0.483210,-0.291415,0.528138,-0.377484,0.560396,-0.232215,0.472991,-0.382438,0.563326,-0.144827,23.10,41.89,100887.06,100.0,0.01,3.91,644.3,1,1,2,2,2,4,4.562551,5,5,0.89,AA-99-80-85,74,-19,-20,-20,-20,-20,-20,-19,-12,-20,-20,-20,-20,-20,-20,-18,-4,-20,-20,-20,-20,-20,-20,-16,-2,-20,-20,-20,-20,-20,-20,-20,-3,-20,-20,-20,-20,-20,-20,-18,-1,-20,-20,-20,-20,-20,-20,-7,0,-20,-20,-20,-20,-20,-16,-1,0,-15,-19,-20,-20,-20,-12,0,1,44

-0.633494,0.601506,0.482923,-0.291888,0.528444,-0.377234,0.560669,-0.232820,0.472856,-0.381804,0.562831,-0.130987,23.02,41.96,100887.28,99.0,0.01,3.91,644.3,1,1,1,1,4,5,5.089437,5,5,0.53,AA-99-80-85,75,-19,-20,-20,-20,-20,-20,-18,-13,-20,-20,-20,-20,-20,-20,-18,-4,-20,-20,-20,-20,-20,-20,-16,-2,-20,-20,-20,-20,-20,-20,-20,-3,-20,-20,-20,-20,-20,-20,-19,-2,-20,-20,-20,-20,-20,-20,-7,0,-20,-20,-20,-20,-20,-16,-1,1,-14,-19,-20,-20,-20,-12,0,2,180

-0.632990,0.601200,0.483122,-0.291795,0.528077,-0.377191,0.560423,-0.231934,0.472188,-0.381470,0.562524,-0.151904,22.98,42.08,100887.28,99.0,0.01,3.91,644.3,3,4,4,4,20,25,25.210814,25,25,0.46,AA-99-80-85,76,-19,-20,-20,-20,-20,-20,-19,-13,-20,-20,-20,-20,-20,-20,-17,-3,-20,-20,-20,-20,-20,-20,-16,-2,-20,-20,-20,-20,-20,-20,-20,-3,-20,-20,-20,-20,-20,-20,-18,-1,-20,-20,-20,-20,-20,-20,-7,1,-20,-20,-20,-20,-20,-16,0,0,-14,-18,-20,-20,-20,-11,1,2,51

-0.633161,0.600666,0.482919,-0.291569,0.528530,-0.377137,0.560592,-0.232748,0.473294,-0.382602,0.562505,-0.141074,22.94,42.16,100885.08,99.0,0.01,3.91,644.3,2,11,18,22,0,7,15.087563,17,17,1.52,AA-99-80-85,77,-19,-20,-20,-20,-20,-20,-18,-14,-20,-20,-20,-20,-20,-20,-18,-3,-20,-20,-20,-20,-20,-20,-16,-2,-20,-20,-20,-20,-20,-20,-20,-3,-20,-20,-20,-20,-20,-20,-18,-1,-20,-20,-20,-20,-20,-20,-7,0,-20,-20,-20,-20,-20,-15,0,0,-14,-18,-20,-20,-20,-12,0,2,136

-0.633272,0.599906,0.482888,-0.291506,0.528835,-0.377105,0.560430,-0.232385,0.472387,-0.381516,0.562256,-0.135368,22.94,42.50,100882.50,99.0,0.01,3.91,644.3,2,5,8,9,3,9,11.658514,12,12,1.10,AA-99-80-85,78,-20,-20,-20,-20,-20,-20,-19,-13,-20,-20,-20,-20,-20,-20,-18,-3,-20,-20,-20,-20,-20,-20,-17,-3,-20,-20,-20,-20,-20,-20,-20,-3,-20,-20,-20,-20,-20,-20,-18,-2,-20,-20,-20,-20,-20,-20,-7,1,-20,-20,-20,-20,-20,-16,0,0,-14,-19,-20,-20,-20,-12,0,1,170

